Year,Week,WeekX,Location,Sex,Age,Deaths,
19,34,34,Care Home,F,45-64,13,
19,34,34,Home / Non-institution,F,45-64,31,
19,34,34,Home / Non-institution,M,45-64,55,
19,34,34,Hospital,F,45-64,26,
19,34,34,Hospital,M,45-64,39,
19,35,35,Care Home,M,45-64,8,
19,35,35,Care Home,F,45-64,13,
19,35,35,Home / Non-institution,F,45-64,11,
19,35,35,Home / Non-institution,M,45-64,41,
19,35,35,Hospital,F,45-64,21,
19,35,35,Hospital,M,45-64,42,
19,35,35,Other institution,M,45-64,3,
19,36,36,Care Home,F,45-64,5,
19,36,36,Care Home,M,45-64,7,
19,36,36,Home / Non-institution,F,45-64,26,
19,36,36,Home / Non-institution,M,45-64,37,
19,36,36,Hospital,M,45-64,30,
19,36,36,Hospital,F,45-64,34,
19,36,36,Other institution,F,45-64,1,
19,36,36,Other institution,M,45-64,1,
19,37,37,Care Home,F,45-64,5,
19,37,37,Care Home,M,45-64,14,
19,37,37,Home / Non-institution,F,45-64,30,
19,37,37,Home / Non-institution,M,45-64,34,
19,37,37,Hospital,F,45-64,32,
19,37,37,Hospital,M,45-64,47,
19,37,37,Other institution,F,45-64,1,
19,37,37,Other institution,M,45-64,1,
19,38,38,Care Home,M,45-64,9,
19,38,38,Care Home,F,45-64,11,
19,38,38,Home / Non-institution,F,45-64,30,
19,38,38,Home / Non-institution,M,45-64,37,
19,38,38,Hospital,M,45-64,30,
19,38,38,Hospital,F,45-64,37,
19,38,38,Other institution,F,45-64,1,
19,39,39,Care Home,M,45-64,7,
19,39,39,Care Home,F,45-64,11,
19,39,39,Home / Non-institution,F,45-64,25,
19,39,39,Home / Non-institution,M,45-64,50,
19,39,39,Hospital,F,45-64,33,
19,39,39,Hospital,M,45-64,44,
19,40,40,Care Home,M,45-64,8,
19,40,40,Care Home,F,45-64,13,
19,40,40,Home / Non-institution,F,45-64,17,
19,40,40,Home / Non-institution,M,45-64,47,
19,40,40,Hospital,M,45-64,36,
19,40,40,Hospital,F,45-64,40,
19,41,41,Care Home,M,45-64,8,
19,41,41,Care Home,F,45-64,9,
19,41,41,Home / Non-institution,F,45-64,21,
19,41,41,Home / Non-institution,M,45-64,40,
19,41,41,Hospital,M,45-64,34,
19,41,41,Hospital,F,45-64,40,
19,42,42,Care Home,M,45-64,5,
19,42,42,Care Home,F,45-64,12,
19,42,42,Home / Non-institution,F,45-64,26,
19,42,42,Home / Non-institution,M,45-64,44,
19,42,42,Hospital,M,45-64,42,
19,42,42,Hospital,F,45-64,43,
19,42,42,Other institution,F,45-64,1,
19,43,43,Care Home,M,45-64,9,
19,43,43,Care Home,F,45-64,11,
19,43,43,Home / Non-institution,F,45-64,19,
19,43,43,Home / Non-institution,M,45-64,34,
19,43,43,Hospital,F,45-64,32,
19,43,43,Hospital,M,45-64,48,
19,43,43,Other institution,M,45-64,1,
19,44,44,Care Home,M,45-64,7,
19,44,44,Care Home,F,45-64,8,
19,44,44,Home / Non-institution,F,45-64,20,
19,44,44,Home / Non-institution,M,45-64,45,
19,44,44,Hospital,F,45-64,32,
19,44,44,Hospital,M,45-64,43,
19,44,44,Other institution,M,45-64,1,
19,45,45,Care Home,M,45-64,7,
19,45,45,Care Home,F,45-64,9,
19,45,45,Home / Non-institution,F,45-64,25,
19,45,45,Home / Non-institution,M,45-64,38,
19,45,45,Hospital,M,45-64,36,
19,45,45,Hospital,F,45-64,39,
19,46,46,Care Home,F,45-64,12,
19,46,46,Care Home,M,45-64,15,
19,46,46,Home / Non-institution,F,45-64,30,
19,46,46,Home / Non-institution,M,45-64,38,
19,46,46,Hospital,F,45-64,31,
19,46,46,Hospital,M,45-64,44,
19,46,46,Other institution,M,45-64,3,
19,47,47,Care Home,F,45-64,10,
19,47,47,Care Home,M,45-64,12,
19,47,47,Home / Non-institution,F,45-64,25,
19,47,47,Home / Non-institution,M,45-64,42,
19,47,47,Hospital,F,45-64,29,
19,47,47,Hospital,M,45-64,39,
19,48,48,Care Home,M,45-64,6,
19,48,48,Care Home,F,45-64,11,
19,48,48,Home / Non-institution,F,45-64,28,
19,48,48,Home / Non-institution,M,45-64,44,
19,48,48,Hospital,F,45-64,28,
19,48,48,Hospital,M,45-64,44,
19,48,48,Other institution,M,45-64,2,
19,49,49,Care Home,M,45-64,3,
19,49,49,Care Home,F,45-64,7,
19,49,49,Home / Non-institution,F,45-64,24,
19,49,49,Home / Non-institution,M,45-64,41,
19,49,49,Hospital,F,45-64,31,
19,49,49,Hospital,M,45-64,41,
19,50,50,Care Home,M,45-64,10,
19,50,50,Care Home,F,45-64,12,
19,50,50,Home / Non-institution,F,45-64,20,
19,50,50,Home / Non-institution,M,45-64,57,
19,50,50,Hospital,M,45-64,47,
19,50,50,Hospital,F,45-64,52,
19,51,51,Care Home,M,45-64,6,
19,51,51,Care Home,F,45-64,10,
19,51,51,Home / Non-institution,F,45-64,17,
19,51,51,Home / Non-institution,M,45-64,50,
19,51,51,Hospital,F,45-64,29,
19,51,51,Hospital,M,45-64,49,
19,52,52,Care Home,M,45-64,7,
19,52,52,Care Home,F,45-64,10,
19,52,52,Home / Non-institution,M,45-64,17,
19,52,52,Home / Non-institution,F,45-64,21,
19,52,52,Hospital,M,45-64,35,
19,52,52,Hospital,F,45-64,41,
19,52,52,Other institution,F,45-64,1,
19,1,1,Care Home,F,65-74,12,
19,1,1,Care Home,M,65-74,27,
19,1,1,Home / Non-institution,F,65-74,33,
19,1,1,Home / Non-institution,M,65-74,41,
19,1,1,Hospital,F,65-74,50,
19,1,1,Hospital,M,65-74,56,
19,2,2,Care Home,F,65-74,15,
19,2,2,Care Home,M,65-74,20,
19,2,2,Home / Non-institution,F,65-74,23,
19,2,2,Home / Non-institution,M,65-74,56,
19,2,2,Hospital,F,65-74,77,
19,2,2,Hospital,M,65-74,81,
19,2,2,Other institution,M,65-74,1,
19,3,3,Care Home,F,65-74,15,
19,3,3,Care Home,M,65-74,15,
19,3,3,Home / Non-institution,F,65-74,27,
19,3,3,Home / Non-institution,M,65-74,43,
19,3,3,Hospital,F,65-74,52,
19,3,3,Hospital,M,65-74,76,
19,3,3,Other institution,M,65-74,2,
19,4,4,Care Home,F,65-74,13,
19,4,4,Care Home,M,65-74,18,
19,4,4,Home / Non-institution,F,65-74,29,
19,4,4,Home / Non-institution,M,65-74,46,
19,4,4,Hospital,F,65-74,55,
19,4,4,Hospital,M,65-74,62,
19,5,5,Care Home,F,65-74,12,
19,5,5,Care Home,M,65-74,12,
19,5,5,Home / Non-institution,F,65-74,20,
19,5,5,Home / Non-institution,M,65-74,42,
19,5,5,Hospital,F,65-74,46,
19,5,5,Hospital,M,65-74,74,
19,5,5,Other institution,M,65-74,1,
19,6,6,Care Home,M,65-74,10,
19,6,6,Care Home,F,65-74,15,
19,6,6,Home / Non-institution,F,65-74,34,
19,6,6,Home / Non-institution,M,65-74,36,
19,6,6,Hospital,F,65-74,59,
19,6,6,Hospital,M,65-74,74,
19,6,6,Other institution,M,65-74,1,
19,7,7,Care Home,M,65-74,11,
19,7,7,Care Home,F,65-74,14,
19,7,7,Home / Non-institution,F,65-74,25,
19,7,7,Home / Non-institution,M,65-74,40,
19,7,7,Hospital,F,65-74,41,
19,7,7,Hospital,M,65-74,62,
19,7,7,Other institution,M,65-74,1,
19,8,8,Care Home,M,65-74,12,
19,8,8,Care Home,F,65-74,17,
19,8,8,Home / Non-institution,F,65-74,25,
19,8,8,Home / Non-institution,M,65-74,59,
19,8,8,Hospital,F,65-74,50,
19,8,8,Hospital,M,65-74,75,
19,8,8,Other institution,F,65-74,1,
19,9,9,Care Home,F,65-74,11,
19,9,9,Care Home,M,65-74,13,
19,9,9,Home / Non-institution,F,65-74,18,
19,9,9,Home / Non-institution,M,65-74,39,
19,9,9,Hospital,M,65-74,57,
19,9,9,Hospital,F,65-74,62,
19,9,9,Other institution,F,65-74,1,
19,9,9,Other institution,M,65-74,1,
19,10,10,Care Home,F,65-74,17,
19,10,10,Care Home,M,65-74,19,
19,10,10,Home / Non-institution,F,65-74,23,
19,10,10,Home / Non-institution,M,65-74,42,
19,10,10,Hospital,F,65-74,55,
19,10,10,Hospital,M,65-74,67,
19,10,10,Other institution,M,65-74,1,
19,11,11,Care Home,F,65-74,16,
19,11,11,Care Home,M,65-74,18,
19,11,11,Home / Non-institution,F,65-74,29,
19,11,11,Home / Non-institution,M,65-74,30,
19,11,11,Hospital,F,65-74,50,
19,11,11,Hospital,M,65-74,65,
19,12,12,Care Home,M,65-74,12,
19,12,12,Care Home,F,65-74,19,
19,12,12,Home / Non-institution,F,65-74,22,
19,12,12,Home / Non-institution,M,65-74,52,
19,12,12,Hospital,M,65-74,47,
19,12,12,Hospital,F,65-74,52,
19,12,12,Other institution,F,65-74,1,
19,12,12,Other institution,M,65-74,2,
19,13,13,Care Home,M,65-74,15,
19,13,13,Care Home,F,65-74,16,
19,13,13,Home / Non-institution,F,65-74,22,
19,13,13,Home / Non-institution,M,65-74,45,
19,13,13,Hospital,F,65-74,48,
19,13,13,Hospital,M,65-74,59,
19,14,14,Care Home,M,65-74,11,
19,14,14,Care Home,F,65-74,12,
19,14,14,Home / Non-institution,F,65-74,32,
19,14,14,Home / Non-institution,M,65-74,46,
19,14,14,Hospital,F,65-74,46,
19,14,14,Hospital,M,65-74,67,
19,15,15,Care Home,F,65-74,13,
19,15,15,Care Home,M,65-74,17,
19,15,15,Home / Non-institution,M,65-74,32,
19,15,15,Home / Non-institution,F,65-74,33,
19,15,15,Hospital,F,65-74,46,
19,15,15,Hospital,M,65-74,61,
19,15,15,Other institution,F,65-74,1,
19,16,16,Care Home,M,65-74,11,
19,16,16,Care Home,F,65-74,14,
19,16,16,Home / Non-institution,F,65-74,19,
19,16,16,Home / Non-institution,M,65-74,28,
19,16,16,Hospital,F,65-74,34,
19,16,16,Hospital,M,65-74,45,
19,17,17,Care Home,M,65-74,15,
19,17,17,Care Home,F,65-74,19,
19,17,17,Home / Non-institution,F,65-74,16,
19,17,17,Home / Non-institution,M,65-74,46,
19,17,17,Hospital,F,65-74,49,
19,17,17,Hospital,M,65-74,58,
19,17,17,Other institution,F,65-74,1,
19,18,18,Care Home,F,65-74,11,
19,18,18,Care Home,M,65-74,18,
19,18,18,Home / Non-institution,F,65-74,24,
19,18,18,Home / Non-institution,M,65-74,34,
19,18,18,Hospital,F,65-74,57,
19,18,18,Hospital,M,65-74,61,
19,18,18,Other institution,M,65-74,1,
19,19,19,Care Home,F,65-74,9,
19,19,19,Care Home,M,65-74,15,
19,19,19,Home / Non-institution,F,65-74,16,
19,19,19,Home / Non-institution,M,65-74,47,
19,19,19,Hospital,F,65-74,40,
19,19,19,Hospital,M,65-74,47,
19,19,19,Other institution,F,65-74,1,
19,20,20,Care Home,F,65-74,13,
19,20,20,Care Home,M,65-74,13,
19,20,20,Home / Non-institution,F,65-74,33,
19,20,20,Home / Non-institution,M,65-74,38,
19,20,20,Hospital,F,65-74,62,
19,20,20,Hospital,M,65-74,70,
19,21,21,Care Home,F,65-74,7,
19,21,21,Care Home,M,65-74,19,
19,21,21,Home / Non-institution,F,65-74,25,
19,21,21,Home / Non-institution,M,65-74,48,
19,21,21,Hospital,M,65-74,51,
19,21,21,Hospital,F,65-74,60,
19,22,22,Care Home,F,65-74,12,
19,22,22,Care Home,M,65-74,17,
19,22,22,Home / Non-institution,F,65-74,27,
19,22,22,Home / Non-institution,M,65-74,37,
19,22,22,Hospital,F,65-74,48,
19,22,22,Hospital,M,65-74,48,
19,23,23,Care Home,F,65-74,10,
19,23,23,Care Home,M,65-74,11,
19,23,23,Home / Non-institution,F,65-74,26,
19,23,23,Home / Non-institution,M,65-74,33,
19,23,23,Hospital,M,65-74,50,
19,23,23,Hospital,F,65-74,55,
19,23,23,Other institution,F,65-74,1,
19,23,23,Other institution,M,65-74,1,
19,24,24,Care Home,F,65-74,12,
19,24,24,Care Home,M,65-74,14,
19,24,24,Home / Non-institution,F,65-74,32,
19,24,24,Home / Non-institution,M,65-74,47,
19,24,24,Hospital,F,65-74,48,
19,24,24,Hospital,M,65-74,54,
19,24,24,Other institution,F,65-74,1,
19,25,25,Care Home,F,65-74,16,
19,25,25,Care Home,M,65-74,16,
19,25,25,Home / Non-institution,F,65-74,24,
19,25,25,Home / Non-institution,M,65-74,41,
19,25,25,Hospital,M,65-74,49,
19,25,25,Hospital,F,65-74,53,
19,25,25,Other institution,F,65-74,1,
19,25,25,Other institution,M,65-74,2,
19,26,26,Care Home,F,65-74,15,
19,26,26,Care Home,M,65-74,19,
19,26,26,Home / Non-institution,F,65-74,32,
19,26,26,Home / Non-institution,M,65-74,43,
19,26,26,Hospital,F,65-74,53,
19,26,26,Hospital,M,65-74,66,
19,26,26,Other institution,M,65-74,1,
19,27,27,Care Home,F,65-74,10,
19,27,27,Care Home,M,65-74,17,
19,27,27,Home / Non-institution,F,65-74,24,
19,27,27,Home / Non-institution,M,65-74,39,
19,27,27,Hospital,F,65-74,39,
19,27,27,Hospital,M,65-74,69,
19,28,28,Care Home,F,65-74,10,
19,28,28,Care Home,M,65-74,12,
19,28,28,Home / Non-institution,F,65-74,22,
19,28,28,Home / Non-institution,M,65-74,37,
19,28,28,Hospital,F,65-74,39,
19,28,28,Hospital,M,65-74,60,
19,29,29,Care Home,M,65-74,8,
19,29,29,Care Home,F,65-74,17,
19,29,29,Home / Non-institution,F,65-74,25,
19,29,29,Home / Non-institution,M,65-74,46,
19,29,29,Hospital,F,65-74,44,
19,29,29,Hospital,M,65-74,63,
19,30,30,Care Home,M,65-74,14,
19,30,30,Care Home,F,65-74,17,
19,30,30,Home / Non-institution,F,65-74,20,
19,30,30,Home / Non-institution,M,65-74,25,
19,30,30,Hospital,F,65-74,61,
19,30,30,Hospital,M,65-74,61,
19,31,31,Care Home,F,65-74,11,
19,31,31,Care Home,M,65-74,16,
19,31,31,Home / Non-institution,F,65-74,19,
19,31,31,Home / Non-institution,M,65-74,37,
19,31,31,Hospital,F,65-74,48,
19,31,31,Hospital,M,65-74,57,
19,31,31,Other institution,F,65-74,2,
19,31,31,Other institution,M,65-74,2,
19,32,32,Care Home,F,65-74,10,
19,32,32,Care Home,M,65-74,10,
19,32,32,Home / Non-institution,F,65-74,26,
19,32,32,Home / Non-institution,M,65-74,43,
19,32,32,Hospital,F,65-74,46,
19,32,32,Hospital,M,65-74,51,
19,32,32,Other institution,F,65-74,2,
19,33,33,Care Home,F,65-74,16,
19,33,33,Care Home,M,65-74,18,
19,33,33,Home / Non-institution,F,65-74,22,
19,33,33,Home / Non-institution,M,65-74,43,
19,33,33,Hospital,F,65-74,47,
19,33,33,Hospital,M,65-74,52,
19,33,33,Other institution,F,65-74,2,
19,34,34,Care Home,F,65-74,14,
19,34,34,Care Home,M,65-74,15,
19,34,34,Home / Non-institution,F,65-74,29,
19,34,34,Home / Non-institution,M,65-74,34,
19,34,34,Hospital,F,65-74,44,
19,34,34,Hospital,M,65-74,49,
19,34,34,Other institution,M,65-74,2,
19,35,35,Care Home,M,65-74,10,
19,35,35,Care Home,F,65-74,13,
19,35,35,Home / Non-institution,F,65-74,23,
19,35,35,Home / Non-institution,M,65-74,38,
19,35,35,Hospital,M,65-74,50,
19,35,35,Hospital,F,65-74,52,
19,35,35,Other institution,M,65-74,2,
19,36,36,Care Home,M,65-74,12,
19,36,36,Care Home,F,65-74,13,
19,36,36,Home / Non-institution,F,65-74,24,
19,36,36,Home / Non-institution,M,65-74,36,
19,36,36,Hospital,M,65-74,37,
19,36,36,Hospital,F,65-74,40,
19,36,36,Other institution,M,65-74,1,
19,37,37,Care Home,F,65-74,15,
19,37,37,Care Home,M,65-74,18,
19,37,37,Home / Non-institution,F,65-74,26,
19,37,37,Home / Non-institution,M,65-74,35,
19,37,37,Hospital,F,65-74,45,
19,37,37,Hospital,M,65-74,47,
19,37,37,Other institution,F,65-74,1,
19,38,38,Care Home,M,65-74,15,
19,38,38,Care Home,F,65-74,16,
19,38,38,Home / Non-institution,F,65-74,29,
19,38,38,Home / Non-institution,M,65-74,40,
19,38,38,Hospital,F,65-74,41,
19,38,38,Hospital,M,65-74,60,
19,39,39,Care Home,F,65-74,16,
19,39,39,Care Home,M,65-74,19,
19,39,39,Home / Non-institution,F,65-74,13,
19,39,39,Home / Non-institution,M,65-74,39,
19,39,39,Hospital,F,65-74,39,
19,39,39,Hospital,M,65-74,58,
19,39,39,Other institution,M,65-74,1,
19,40,40,Care Home,F,65-74,8,
19,40,40,Care Home,M,65-74,11,
19,40,40,Home / Non-institution,F,65-74,20,
19,40,40,Home / Non-institution,M,65-74,29,
19,40,40,Hospital,F,65-74,36,
19,40,40,Hospital,M,65-74,57,
19,40,40,Other institution,F,65-74,1,
19,40,40,Other institution,M,65-74,1,
19,41,41,Care Home,F,65-74,13,
19,41,41,Care Home,M,65-74,17,
19,41,41,Home / Non-institution,F,65-74,20,
19,41,41,Home / Non-institution,M,65-74,38,
19,41,41,Hospital,F,65-74,54,
19,41,41,Hospital,M,65-74,69,
19,41,41,Other institution,F,65-74,1,
19,42,42,Care Home,F,65-74,11,
19,42,42,Care Home,M,65-74,17,
19,42,42,Home / Non-institution,F,65-74,30,
19,42,42,Home / Non-institution,M,65-74,33,
19,42,42,Hospital,M,65-74,50,
19,42,42,Hospital,F,65-74,53,
19,43,43,Care Home,M,65-74,18,
19,43,43,Care Home,F,65-74,19,
19,43,43,Home / Non-institution,F,65-74,33,
19,43,43,Home / Non-institution,M,65-74,33,
19,43,43,Hospital,F,65-74,45,
19,43,43,Hospital,M,65-74,69,
19,43,43,Other institution,M,65-74,1,
19,44,44,Care Home,F,65-74,9,
19,44,44,Care Home,M,65-74,17,
19,44,44,Home / Non-institution,F,65-74,17,
19,44,44,Home / Non-institution,M,65-74,44,
19,44,44,Hospital,F,65-74,46,
19,44,44,Hospital,M,65-74,60,
19,45,45,Care Home,M,65-74,13,
19,45,45,Care Home,F,65-74,18,
19,45,45,Home / Non-institution,F,65-74,27,
19,45,45,Home / Non-institution,M,65-74,37,
19,45,45,Hospital,F,65-74,40,
19,45,45,Hospital,M,65-74,56,
19,45,45,Other institution,F,65-74,1,
19,46,46,Care Home,F,65-74,11,
19,46,46,Care Home,M,65-74,17,
19,46,46,Home / Non-institution,M,65-74,35,
19,46,46,Home / Non-institution,F,65-74,36,
19,46,46,Hospital,F,65-74,47,
19,46,46,Hospital,M,65-74,61,
19,46,46,Other institution,F,65-74,1,
19,47,47,Care Home,M,65-74,13,
19,47,47,Care Home,F,65-74,14,
19,47,47,Home / Non-institution,F,65-74,27,
19,47,47,Home / Non-institution,M,65-74,33,
19,47,47,Hospital,F,65-74,54,
19,47,47,Hospital,M,65-74,56,
19,48,48,Care Home,M,65-74,13,
19,48,48,Care Home,F,65-74,17,
19,48,48,Home / Non-institution,F,65-74,33,
19,48,48,Home / Non-institution,M,65-74,41,
19,48,48,Hospital,F,65-74,46,
19,48,48,Hospital,M,65-74,64,
19,48,48,Other institution,F,65-74,1,
19,48,48,Other institution,M,65-74,2,
19,49,49,Care Home,F,65-74,11,
19,49,49,Care Home,M,65-74,19,
19,49,49,Home / Non-institution,F,65-74,16,
19,49,49,Home / Non-institution,M,65-74,42,
19,49,49,Hospital,F,65-74,36,
19,49,49,Hospital,M,65-74,53,
19,49,49,Other institution,F,65-74,1,
19,50,50,Care Home,F,65-74,14,
19,50,50,Care Home,M,65-74,18,
19,50,50,Home / Non-institution,F,65-74,24,
19,50,50,Home / Non-institution,M,65-74,52,
19,50,50,Hospital,F,65-74,51,
19,50,50,Hospital,M,65-74,57,
19,51,51,Care Home,M,65-74,12,
19,51,51,Care Home,F,65-74,14,
19,51,51,Home / Non-institution,F,65-74,27,
19,51,51,Home / Non-institution,M,65-74,48,
19,51,51,Hospital,F,65-74,65,
19,51,51,Hospital,M,65-74,69,
19,51,51,Other institution,F,65-74,1,
19,52,52,Care Home,F,65-74,14,
19,52,52,Care Home,M,65-74,17,
19,52,52,Home / Non-institution,F,65-74,22,
19,52,52,Home / Non-institution,M,65-74,32,
19,52,52,Hospital,M,65-74,43,
19,52,52,Hospital,F,65-74,47,
19,52,52,Other institution,F,65-74,1,
19,1,1,Care Home,M,75-84,34,
19,1,1,Care Home,F,75-84,44,
19,1,1,Home / Non-institution,F,75-84,45,
19,1,1,Home / Non-institution,M,75-84,53,
19,1,1,Hospital,M,75-84,75,
19,1,1,Hospital,F,75-84,96,
19,1,1,Other institution,M,75-84,2,
19,2,2,Care Home,M,75-84,46,
19,2,2,Care Home,F,75-84,50,
19,2,2,Home / Non-institution,F,75-84,54,
19,2,2,Home / Non-institution,M,75-84,69,
19,2,2,Hospital,M,75-84,112,
19,2,2,Hospital,F,75-84,115,
19,3,3,Care Home,M,75-84,28,
19,3,3,Care Home,F,75-84,38,
19,3,3,Home / Non-institution,F,75-84,39,
19,3,3,Home / Non-institution,M,75-84,44,
19,3,3,Hospital,F,75-84,110,
19,3,3,Hospital,M,75-84,140,
19,3,3,Other institution,F,75-84,1,
19,4,4,Care Home,M,75-84,43,
19,4,4,Care Home,F,75-84,48,
19,4,4,Home / Non-institution,F,75-84,27,
19,4,4,Home / Non-institution,M,75-84,44,
19,4,4,Hospital,F,75-84,95,
19,4,4,Hospital,M,75-84,97,
19,4,4,Other institution,F,75-84,1,
19,4,4,Other institution,M,75-84,1,
19,5,5,Care Home,M,75-84,28,
19,5,5,Care Home,F,75-84,52,
19,5,5,Home / Non-institution,F,75-84,31,
19,5,5,Home / Non-institution,M,75-84,42,
19,5,5,Hospital,F,75-84,90,
19,5,5,Hospital,M,75-84,117,
19,6,6,Care Home,M,75-84,22,
19,6,6,Care Home,F,75-84,45,
19,6,6,Home / Non-institution,F,75-84,45,
19,6,6,Home / Non-institution,M,75-84,60,
19,6,6,Hospital,F,75-84,97,
19,6,6,Hospital,M,75-84,107,
19,6,6,Other institution,F,75-84,1,
19,7,7,Care Home,M,75-84,28,
19,7,7,Care Home,F,75-84,41,
19,7,7,Home / Non-institution,F,75-84,31,
19,7,7,Home / Non-institution,M,75-84,50,
19,7,7,Hospital,M,75-84,105,
19,7,7,Hospital,F,75-84,113,
19,7,7,Other institution,F,75-84,1,
19,8,8,Care Home,M,75-84,38,
19,8,8,Care Home,F,75-84,43,
19,8,8,Home / Non-institution,M,75-84,43,
19,8,8,Home / Non-institution,F,75-84,47,
19,8,8,Hospital,M,75-84,86,
19,8,8,Hospital,F,75-84,94,
19,8,8,Other institution,F,75-84,1,
19,8,8,Other institution,M,75-84,1,
19,9,9,Care Home,M,75-84,31,
19,9,9,Care Home,F,75-84,41,
19,9,9,Home / Non-institution,F,75-84,34,
19,9,9,Home / Non-institution,M,75-84,35,
19,9,9,Hospital,F,75-84,69,
19,9,9,Hospital,M,75-84,84,
19,9,9,Other institution,M,75-84,1,
19,10,10,Care Home,M,75-84,23,
19,10,10,Care Home,F,75-84,48,
19,10,10,Home / Non-institution,F,75-84,45,
19,10,10,Home / Non-institution,M,75-84,58,
19,10,10,Hospital,F,75-84,79,
19,10,10,Hospital,M,75-84,100,
19,10,10,Other institution,F,75-84,1,
19,10,10,Other institution,M,75-84,2,
19,11,11,Care Home,F,75-84,37,
19,11,11,Care Home,M,75-84,40,
19,11,11,Home / Non-institution,F,75-84,36,
19,11,11,Home / Non-institution,M,75-84,48,
19,11,11,Hospital,F,75-84,71,
19,11,11,Hospital,M,75-84,76,
19,11,11,Other institution,M,75-84,1,
19,12,12,Care Home,M,75-84,22,
19,12,12,Care Home,F,75-84,45,
19,12,12,Home / Non-institution,M,75-84,34,
19,12,12,Home / Non-institution,F,75-84,38,
19,12,12,Hospital,F,75-84,64,
19,12,12,Hospital,M,75-84,85,
19,12,12,Other institution,F,75-84,1,
19,12,12,Other institution,M,75-84,1,
19,13,13,Care Home,M,75-84,29,
19,13,13,Care Home,F,75-84,37,
19,13,13,Home / Non-institution,F,75-84,34,
19,13,13,Home / Non-institution,M,75-84,48,
19,13,13,Hospital,M,75-84,84,
19,13,13,Hospital,F,75-84,87,
19,13,13,Other institution,F,75-84,1,
19,13,13,Other institution,M,75-84,1,
19,14,14,Care Home,M,75-84,25,
19,14,14,Care Home,F,75-84,39,
19,14,14,Home / Non-institution,F,75-84,37,
19,14,14,Home / Non-institution,M,75-84,38,
19,14,14,Hospital,M,75-84,70,
19,14,14,Hospital,F,75-84,83,
19,14,14,Other institution,M,75-84,1,
19,15,15,Care Home,M,75-84,26,
19,15,15,Care Home,F,75-84,31,
19,15,15,Home / Non-institution,F,75-84,32,
19,15,15,Home / Non-institution,M,75-84,33,
19,15,15,Hospital,F,75-84,85,
19,15,15,Hospital,M,75-84,96,
19,15,15,Other institution,F,75-84,1,
19,16,16,Care Home,M,75-84,32,
19,16,16,Care Home,F,75-84,35,
19,16,16,Home / Non-institution,F,75-84,25,
19,16,16,Home / Non-institution,M,75-84,42,
19,16,16,Hospital,M,75-84,64,
19,16,16,Hospital,F,75-84,81,
19,16,16,Other institution,F,75-84,1,
19,17,17,Care Home,M,75-84,32,
19,17,17,Care Home,F,75-84,41,
19,17,17,Home / Non-institution,F,75-84,33,
19,17,17,Home / Non-institution,M,75-84,52,
19,17,17,Hospital,F,75-84,97,
19,17,17,Hospital,M,75-84,99,
19,17,17,Other institution,M,75-84,1,
19,18,18,Care Home,M,75-84,30,
19,18,18,Care Home,F,75-84,38,
19,18,18,Home / Non-institution,F,75-84,36,
19,18,18,Home / Non-institution,M,75-84,36,
19,18,18,Hospital,F,75-84,90,
19,18,18,Hospital,M,75-84,99,
19,18,18,Other institution,F,75-84,1,
19,19,19,Care Home,M,75-84,25,
19,19,19,Care Home,F,75-84,41,
19,19,19,Home / Non-institution,F,75-84,32,
19,19,19,Home / Non-institution,M,75-84,36,
19,19,19,Hospital,M,75-84,73,
19,19,19,Hospital,F,75-84,74,
19,19,19,Other institution,M,75-84,1,
19,20,20,Care Home,M,75-84,26,
19,20,20,Care Home,F,75-84,36,
19,20,20,Home / Non-institution,M,75-84,35,
19,20,20,Home / Non-institution,F,75-84,40,
19,20,20,Hospital,F,75-84,86,
19,20,20,Hospital,M,75-84,90,
19,20,20,Other institution,F,75-84,1,
19,20,20,Other institution,M,75-84,1,
19,21,21,Care Home,M,75-84,25,
19,21,21,Care Home,F,75-84,42,
19,21,21,Home / Non-institution,F,75-84,23,
19,21,21,Home / Non-institution,M,75-84,46,
19,21,21,Hospital,F,75-84,80,
19,21,21,Hospital,M,75-84,90,
19,21,21,Other institution,F,75-84,1,
19,21,21,Other institution,M,75-84,1,
19,22,22,Care Home,M,75-84,27,
19,22,22,Care Home,F,75-84,37,
19,22,22,Home / Non-institution,F,75-84,38,
19,22,22,Home / Non-institution,M,75-84,41,
19,22,22,Hospital,F,75-84,59,
19,22,22,Hospital,M,75-84,86,
19,23,23,Care Home,M,75-84,24,
19,23,23,Care Home,F,75-84,36,
19,23,23,Home / Non-institution,F,75-84,35,
19,23,23,Home / Non-institution,M,75-84,55,
19,23,23,Hospital,F,75-84,77,
19,23,23,Hospital,M,75-84,83,
19,24,24,Care Home,M,75-84,27,
19,24,24,Care Home,F,75-84,36,
19,24,24,Home / Non-institution,M,75-84,38,
19,24,24,Home / Non-institution,F,75-84,40,
19,24,24,Hospital,F,75-84,83,
19,24,24,Hospital,M,75-84,85,
19,24,24,Other institution,F,75-84,1,
19,25,25,Care Home,M,75-84,27,
19,25,25,Care Home,F,75-84,40,
19,25,25,Home / Non-institution,F,75-84,37,
19,25,25,Home / Non-institution,M,75-84,47,
19,25,25,Hospital,M,75-84,76,
19,25,25,Hospital,F,75-84,92,
19,26,26,Care Home,M,75-84,19,
19,26,26,Care Home,F,75-84,40,
